,index,Emotion,Statement
2154,4982,joy,"When I qualified for form I.  I was one of the three pupils who  _x000D_
qualified for form I that year."
2165,5133,joy,"Inter-national sports events won by my favourite national team or  _x000D_
player brings me joy, e.g when India won the World cup cricket  _x000D_
match."
2169,4567,joy,"On holidays - just driving along a road beautiful scenery. Just  _x000D_
with my boyfriend - not really talking but just feeling  _x000D_
overwhelmed."
2170,2493,fear,"The day that there was a black-out in the city, and I was in an  _x000D_
exposition, I felt fear that something more serious was  _x000D_
happening, like a revolution for example."
2172,4430,joy,"When after an overwhelming anxiety and enquiry, I understood  _x000D_
something about why I exist and what my task in life is."
2176,2953,fear,I was alone and someone tried to break in from our back door.
2177,2206,fear,"A late Saturday night I found myself locked in the central  _x000D_
underground station of Stockholm with a group of 50 hard rockers  _x000D_
who were drunk and equipped with various kinds of chains, etc."
2183,4389,joy,Getting the top price in the football pools.
2185,4870,joy,"When I learned, after the ecography, that my mother was expecting a  _x000D_
baby girl.  That was what I wanted."
2187,2898,fear,"When my mother was seriously ill and had to be admitted to the  _x000D_
hospital."
2189,2769,fear,"When my relatives and I were in a car going slowly on a frozen  _x000D_
road."
2190,3042,fear,"I felt the above condition when I took my brother's bicycle to a  _x000D_
market and unfortunately the bicycle was stolen and I didn't know  _x000D_
how I could tell the owner about the stolen bicycle."
2193,4799,joy,I had a very pleasant conversation with one of my friends.
2194,4830,joy,"My boyfriend was playing with my cat. He was playing games with her  _x000D_
and telling nice things to her. "
2197,4384,joy,I got a job right after school was over.
2198,2945,fear,When I had to walk home in the dark for the first time. 
2200,4730,joy,"My cousin asked me to be a bridesmaid for her. This made really  _x000D_
happy because I was adopted into the family and her asking me  _x000D_
made me realise that she saw me as a cousin and not just another  _x000D_
person. There were other cousins she could have asked but she  _x000D_
asked me."
2201,5304,joy,Finding out my name on the list for English lectures.
2202,2590,fear,"I was terrified during an axcursion in Italy. I was lost and left  _x000D_
alone in this unfamiliar country."
2204,2722,fear,"When I was a child I hid under the sheets out of fear of  _x000D_
darkness."
2207,2298,fear,"I feared that I was pregnant.  It was not planned and I would  _x000D_
have been compelled to have an abortion, which I would not have  _x000D_
liked at all.  Fortunately, after a week's anxiety, I got to know  _x000D_
that I was not pregnant."
2210,2862,fear,"When I was at a boarding school at Lusaka, the Rhodesian  _x000D_
soldiers came to bomb a house near our school and we saw the  _x000D_
whole scene."
2212,2832,fear,"When I first came to the UNZA I did not know the kind of people I  _x000D_
would find here and the kind of behaviour they would have towards  _x000D_
me."
2214,2147,fear,"When one has arranged to meet someone and that person arrives  _x000D_
late, in the meantime one starts thinking about all that could  _x000D_
have gone wrong e.g a traffic accident."
2219,4311,joy,When I won an unexpected sum of money.
2230,4946,joy,"I was very happy when I discovered that I had passed my first  _x000D_
year examination and was among the thirty students who would  _x000D_
major in economics."
2236,3007,fear,"When I was in my village one of my enemies had written a  _x000D_
non-sense letter to a girl and he told the father of this girl  _x000D_
that I was the culprit.  When I got to know this I was scared as   _x000D_
the girl's father was a worse man."
2241,2409,fear,"A car came very close to hitting me whilst I was crossing the  _x000D_
street."
2243,4607,joy,"I made the college entrance examinations for P.U.C. It was what I  _x000D_
wanted more. When the first list came out I got frustrated. I  _x000D_
wasn't in. When the second list came out without hopes I started  _x000D_
to read the newspaper and my name was thre. I was in the bus and  _x000D_
felt like crying so that everybody could hear me. The cry was hold,  _x000D_
and 1982 became forever a mask in my life."
2245,5014,joy,"After waiting impatiently for the results of the form 5  _x000D_
examinations for almost a year, at last I received a letter of  _x000D_
acceptance from the Senate of the university of Zambia telling  _x000D_
me that I had made it to the first year course at UNZA."
2246,4507,joy,"On my 18th birthday I passed the driving-test. I was glad because  _x000D_
I had had to study very much, because I had been lucky and  _x000D_
because - as a proof that it was really difficult - not everybody  _x000D_
had passed the test."
2247,2173,fear,Risk of being involved in a fight after a party.
2251,4724,joy,When my daughter was born.
2254,4369,joy,"When my father managed to begin a ""new life"" after the divorce  _x000D_
from my mother; resulting in a new little sister for me."
2255,3048,fear,"The emotion came when I misbehaved at school and the Principal  _x000D_
threatened me that I was going to be expelled."
2256,3219,fear,"I was at home and I heard a loud sound of spitting outside the  _x000D_
door.  I thought that one of my family members would step on the spit  _x000D_
and bring the germs in the house."
2258,5120,joy,When I got married.
2261,2974,fear,"I overturned in a canoe a few years back and I didn't know how to  _x000D_
swim. Although I had a life-jacket on I still panicked."
2263,2207,fear,"A four year girl ran away from her father straight in front of my  _x000D_
car.  I was forced to use the emergency brakes."
2267,4343,joy,"I feel unbelievably happy about the relationship between my  _x000D_
boyfriend and me, it is a reoccurring feeling."
2275,2466,fear,Fear of thief.
2281,2986,fear,"While trying to board a train I missed the footsteps and fell  _x000D_
down on the platform."
2287,4513,joy,"I thought that I had failed an examination, but when I was  _x000D_
informed about the mark, I saw that I had passed it."
2300,3212,fear,"I did not do well in one of the subjects last term.   I was  _x000D_
afraid that I would fail.  My result was a grade D, though it was  _x000D_
not good I still passed.  I felt more comfortable then.  "
2301,5032,joy,When I passed and qualified for the university.
2305,5048,joy,"At church camp when I accepted Christ into my life and so did my  _x000D_
friend."
2315,3202,fear,"When I was young I got lost on the street and the police found me  _x000D_
after a day."
2318,2349,fear,"On a mountain tour, my girlfriend and I passed by an inn. Near  _x000D_
the house there was a big dog which began to follow us. As my  _x000D_
girlfriend is afraid of dogs, I had to draw his attention to me.  _x000D_
He jumped towards my shoulders and wanted to play with me but I  _x000D_
really did not like that."
2320,4424,joy,"When I got 21/30 points in an exam of statistics. The result was  _x000D_
unexpected and it made me realize that statistics do not  _x000D_
surpass my abilities, as I have sometimes thought."
2322,4742,joy,"Winning a rowing race at a Karapiro regatta. With 7 other  _x000D_
friends."
2323,2744,fear,A film on zombies.
2324,4514,joy,"When I had a psychical crisis, I met a girl, who told me that she  _x000D_
had had almost the same problems and how she had finally overcome  _x000D_
them."
2331,2781,fear,I was attacked by a man at a bus stop at night.
2332,4798,joy,When I got a good grade for an exam in statistics.
2334,5158,joy,"When you told everyone in the last lecture you will do all  _x000D_
lectures again in English and everybody can come (not only  _x000D_
English classes)"
2344,2802,fear,When two of my children were critically ill with measles.
2349,4706,joy,"I was very glad when I learned I was a student already. I heard  _x000D_
about it over the phone, I didn't believe it at first."
2351,4410,joy,"I passed an exam which I was not sure at all to pass.  I rejoyced  _x000D_
at the result because the possibility of continuing my studies  _x000D_
depended on it."
2356,3047,fear,"I broke my Uncle's Radio player accidentally and so I feared that  _x000D_
he was going to cut me off from going to his house as well as  _x000D_
playing it again."
2361,2966,fear,"When my exboyfriend threw me around the dorms because I was  _x000D_
talking on the phone to another guy of whom he was jealous,  _x000D_
after we had an argument in which I thought we broke up."
2363,2678,fear,"I lived in a student-house, where you shared the lavatory and  _x000D_
shower with a fellow student. the shower cubicle formed the  _x000D_
connection between both appartments. My neighbour very often was  _x000D_
drunk and aggressive. One night, I was afraid that he would enter  _x000D_
my room."
